First Name,Last Name,Gender,Email,Hire Date,Salary,IsActive,HourlyRate,Marital Status,Street,City,State,ZIP Code
Debbie,Molina,Female,sosaross@example.com,2008-11-11,11365,FALSE,76,Married,232 Umbrella St,Montpelier,VT,89937
Earl,Harvey,Female,costajames@example.net,2020-01-18,6727,FALSE,39,Married,288 Walnut St,Jackson,MS,70737
Stacie,Fitzgerald,Female,mejiasabrina@example.org,1980-07-30,1992,FALSE,45,Divorced,576 Sequoia St,Montpelier,VT,51688
Darrell,Weber,Male,qwaller@example.net,2007-08-20,12782,FALSE,78,Divorced,598 Umbrella St,Tallahassee,FL,75382
Yolanda,Mullen,Male,rmccall@example.com,2019-03-06,10407,FALSE,176,Married,357 Umbrella St,Bismarck,ND,10342
Michaela,Foley,Female,ritachase@example.net,1990-03-18,7337,FALSE,145,Single,423 Zelkova St,Sacramento,CA,80347
Mike,Vincent,Female,fieldsbernard@example.com,1998-12-28,7043,FALSE,148,Married,630 Pear St,Des Moines,IA,21303
Sean,Cantrell,Male,jmcguire@example.org,2003-08-31,10445,TRUE,103,Divorced,206 Hickory St,Pierre,SD,97712
Victoria,Fuentes,Male,betty96@example.org,1989-07-15,8407,FALSE,179,Divorced,950 Pecan St,Des Moines,IA,51255
Randall,Sutton,Male,earlhendrix@example.org,2012-07-13,1999,FALSE,171,Married,786 Dogwood St,Oklahoma City,OK,82636
Sandra,Cortez,Female,mark85@example.com,2020-04-02,13143,FALSE,136,Married,149 Spruce St,Montpelier,VT,60057
Howard,Weber,Female,jacobsonpreston@example.org,2003-10-17,1682,TRUE,97,Divorced,219 Hickory St,Harrisburg,PA,94122
Gregory,Shannon,Male,becky43@example.com,1990-06-29,13535,TRUE,179,Married,459 Plum St,Bismarck,ND,68782
Kylie,Steele,Male,joe01@example.org,2023-07-03,11348,TRUE,133,Divorced,139 Redwood St,Harrisburg,PA,99588
Danielle,Berger,Male,albert37@example.com,1990-07-26,5751,FALSE,45,Married,335 Sycamore St,Honolulu,HI,79195
Theresa,Cobb,Male,hintonanna@example.com,2002-01-02,8593,TRUE,90,Single,863 Tupelo St,Santa Fe,NM,83847
Christina,Harding,Female,obartlett@example.com,2022-05-09,7441,TRUE,75,Divorced,202 Yew St,Jefferson City,MO,97541
Mathew,Jimenez,Male,brandi87@example.com,1985-01-26,9345,FALSE,188,Single,850 Hickory St,Nashville,TN,43721
Jocelyn,Fischer,Female,latasha79@example.net,2021-01-03,8061,TRUE,141,Single,580 Umbrella St,Baton Rouge,LA,37228
Jeffrey,Frey,Male,ibarradevin@example.org,1988-05-16,7681,FALSE,59,Divorced,544 Willow St,Montpelier,VT,45304
Sylvia,Porter,Female,shawnamcintosh@example.org,1994-05-19,8878,TRUE,177,Married,516 Elm St,Sacramento,CA,14636
Dave,Camacho,Male,goldenleslie@example.org,2022-08-29,9371,FALSE,39,Divorced,618 Ash St,Lincoln,NE,91038
Kirsten,Patton,Male,zavalakristen@example.com,2001-06-04,13794,FALSE,95,Divorced,364 Willow St,Bismarck,ND,93278
Allison,Levine,Female,msims@example.net,1979-09-04,3767,TRUE,197,Married,944 Pear St,Indianapolis,IN,83278
Darlene,Forbes,Female,trose@example.com,1999-10-04,9564,FALSE,144,Single,328 Tamarack St,Austin,TX,60236
Jon,Joyce,Male,gsimpson@example.org,2020-10-05,5619,FALSE,81,Single,994 Zelkova St,Santa Fe,NM,16231
Susan,Cruz,Female,garzawyatt@example.org,2008-08-18,4451,TRUE,82,Divorced,410 Tamarack St,Oklahoma City,OK,78426
Dustin,Werner,Male,melvincrane@example.com,1985-11-27,12452,FALSE,43,Divorced,641 Yew St,Hartford,CT,73638
Stephanie,Moran,Male,blakebowman@example.com,2022-07-04,9539,TRUE,191,Married,856 Chestnut St,Trenton,NJ,51744
Patty,Ramirez,Female,ibarrabrad@example.org,1983-03-11,6220,FALSE,33,Divorced,128 Spruce St,Montpelier,VT,38142
Tammy,Pacheco,Female,ywatkins@example.net,1983-11-29,12267,TRUE,35,Single,415 Mimosa St,Boston,MA,48497
Alvin,Olsen,Male,jennifersharp@example.net,2002-08-18,12639,FALSE,32,Married,134 Dogwood St,Frankfort,KY,61933
Carly,Mcpherson,Female,lesliemiranda@example.net,2015-08-30,2664,FALSE,109,Single,538 Yew St,Raleigh,NC,91449
Katherine,Rivers,Male,danielsmonique@example.net,2007-05-06,10706,TRUE,174,Single,834 Hemlock St,Frankfort,KY,15000
Edgar,Briggs,Female,brent50@example.org,1999-12-22,12071,TRUE,152,Married,346 Cedar St,Salem,OR,33977
Danielle,Pratt,Male,glenn43@example.net,1989-08-08,10633,FALSE,190,Married,310 Willow St,Columbus,OH,75128
Clayton,Long,Male,bartlettbrady@example.com,1980-06-23,5379,FALSE,49,Single,172 Palm St,Nashville,TN,86415
Shirley,Madden,Male,butlerdestiny@example.net,1986-07-22,5707,FALSE,60,Married,175 Elder St,Frankfort,KY,66525
Mitchell,Castro,Female,thorntonharry@example.org,1994-01-07,13062,TRUE,68,Married,724 Holly St,Carson City,NV,29713
Craig,Maxwell,Female,hayleyandrade@example.org,1986-03-23,4025,FALSE,70,Married,133 Sequoia St,Springfield,IL,14050
Frank,Nixon,Male,johnsonkara@example.net,2007-02-28,6241,FALSE,140,Divorced,506 Pecan St,Oklahoma City,OK,61906
Ryan,Kemp,Female,gallagherruth@example.com,1992-07-13,13475,TRUE,186,Divorced,533 Umbrella St,Nashville,TN,12225
Frank,Riggs,Male,frederick73@example.org,1983-09-16,6401,FALSE,122,Divorced,756 Linden St,Tallahassee,FL,81289
Gary,Thornton,Male,anita03@example.net,1991-12-16,3401,TRUE,94,Single,113 Tamarack St,Bismarck,ND,40515
Paige,Mccoy,Female,antoniocobb@example.net,2008-12-12,7210,FALSE,160,Married,108 Elder St,Little Rock,AR,71003
Julian,Taylor,Male,courtneyrichardson@example.org,1979-01-23,10008,FALSE,102,Married,394 Poplar St,Jefferson City,MO,62023
Cindy,Henson,Male,lorraine88@example.com,1983-11-29,7301,FALSE,107,Married,966 Viburnum St,Trenton,NJ,56274
Geoffrey,Hernandez,Female,hayleykoch@example.org,1987-11-20,10391,TRUE,33,Married,914 Tupelo St,Baton Rouge,LA,48779
Jeffrey,Joyce,Female,zbrowning@example.org,1995-07-18,13240,FALSE,94,Single,275 Sumac St,Lincoln,NE,16530
Mike,Anthony,Male,villarrealjesse@example.net,2020-02-14,10163,TRUE,167,Single,104 Yew St,Montgomery,AL,87182
Heather,Watkins,Female,douglas94@example.net,2014-04-23,9394,FALSE,107,Married,441 Cypress St,Columbia,SC,89355
Clifford,Blair,Male,sherry21@example.net,2020-07-03,13476,FALSE,92,Married,620 Alder St,St. Paul,MN,93717
Barry,Garrett,Female,sonyawood@example.com,2023-04-02,5263,FALSE,60,Married,500 Zelkova St,Denver,CO,55466
Victoria,Adkins,Female,ihatfield@example.com,1986-09-14,6218,FALSE,89,Married,552 Alder St,Honolulu,HI,39543
Ricky,Long,Female,tbarron@example.net,1995-10-21,11097,FALSE,191,Married,692 Magnolia St,St. Paul,MN,57789
Max,Ibarra,Female,shelly46@example.com,1979-03-25,9022,FALSE,165,Married,454 Palm St,Harrisburg,PA,44471
Andrea,Love,Male,pennymcintosh@example.org,2009-07-31,3174,TRUE,105,Married,197 Plum St,Jefferson City,MO,81392
Stacy,Oneal,Male,qbriggs@example.org,2010-06-13,1420,TRUE,78,Single,294 Cedar St,Springfield,IL,83935
Nicole,Cruz,Female,nathanrandolph@example.org,2004-02-18,12617,FALSE,138,Single,391 Sequoia St,Salem,OR,29010
Selena,Mosley,Female,christopherferguson@example.org,2011-07-11,3811,FALSE,148,Married,268 Bamboo St,Atlanta,GA,46645
Clinton,Bates,Female,barberfrancis@example.com,2005-10-23,13538,FALSE,36,Divorced,561 Spruce St,Nashville,TN,25879
Terrance,Estes,Male,tonyarowe@example.com,2015-05-03,3577,FALSE,158,Divorced,666 Wisteria St,Concord,NH,67351
Bryce,Frye,Male,lozanorodney@example.org,2014-11-26,7010,FALSE,66,Single,728 Quince St,Lansing,MI,21784
Marcia,Garner,Male,zbright@example.org,2020-04-02,6463,FALSE,130,Divorced,895 Rosewood St,Richmond,VA,65995
Jon,Branch,Female,rubioteresa@example.org,1992-03-31,9265,FALSE,161,Married,373 Elm St,Des Moines,IA,87898
Jeanne,Galvan,Male,callahandouglas@example.org,2023-12-24,11746,FALSE,38,Single,380 Chestnut St,Salt Lake City,UT,36703
Summer,Glass,Male,mendozaalfred@example.com,1993-07-17,12865,FALSE,77,Divorced,789 Banyan St,Oklahoma City,OK,49503
Brittney,Moses,Female,christine91@example.net,1986-09-28,2894,FALSE,112,Single,992 Hemlock St,Topeka,KS,49911
Alice,Pearson,Male,btyler@example.org,2005-03-20,9616,TRUE,182,Married,771 Pecan St,Lincoln,NE,49853
Katherine,Cochran,Female,nicholaslawson@example.com,2007-09-12,8053,FALSE,51,Married,715 Oak St,Augusta,ME,42453
Hayley,Kerr,Male,morgan10@example.org,2011-07-20,3302,TRUE,119,Single,733 Quince St,Montgomery,AL,53521
Deanna,Oconnor,Male,becky82@example.com,1988-01-26,2087,TRUE,113,Single,211 Walnut St,Lansing,MI,34643
Mackenzie,Frost,Female,idillon@example.org,1987-07-29,6047,FALSE,189,Divorced,213 Sumac St,Montpelier,VT,66240
Lacey,Cantu,Male,rosariocarolyn@example.org,2006-08-01,9645,TRUE,77,Single,850 Pine St,Annapolis,MD,45426
Carlos,Serrano,Male,jingram@example.net,2000-01-08,8046,FALSE,49,Married,468 Alder St,Lincoln,NE,73364
Yolanda,Spears,Female,darrenhodges@example.net,2018-07-13,11190,TRUE,145,Divorced,217 Fir St,Oklahoma City,OK,77257
Alexandra,Osborn,Male,cunninghamglen@example.org,2016-02-16,7063,TRUE,150,Married,313 Quince St,Topeka,KS,36963
Ashley,Frank,Female,goodfrancisco@example.com,2015-01-20,7026,TRUE,60,Single,771 Cypress St,Olympia,WA,36452
Dillon,Barr,Male,hodgesjonathon@example.com,1980-12-03,1986,TRUE,100,Married,574 Spruce St,Montpelier,VT,17515
Angie,Craig,Female,proctorsusan@example.org,2001-06-20,3132,TRUE,60,Single,890 Sequoia St,Springfield,IL,67952
Latasha,Reese,Female,nmathis@example.com,2010-08-12,4192,FALSE,140,Married,522 Tamarack St,Santa Fe,NM,49115
Melinda,Hurley,Female,omichael@example.com,2010-02-19,10796,TRUE,43,Divorced,666 Sumac St,Raleigh,NC,24868
Kirk,Schneider,Female,nmalone@example.net,1991-03-12,6650,FALSE,177,Divorced,122 Cherry St,Harrisburg,PA,10587
Natasha,Short,Male,bryanlaura@example.net,2010-09-17,11066,TRUE,125,Divorced,264 Spruce St,Cheyenne,WY,43128
Marie,Klein,Male,heatherkeller@example.net,2008-08-20,6708,FALSE,85,Single,612 Maple St,Tallahassee,FL,31008
Alan,Bowen,Male,faith84@example.org,1985-03-14,6948,TRUE,83,Divorced,600 Spruce St,Little Rock,AR,70424
Kelli,Bray,Female,glendazamora@example.net,1991-10-30,5479,FALSE,61,Married,466 Larch St,Helena,MT,68254
Ruth,Lee,Female,troyreed@example.org,2016-10-18,11032,TRUE,100,Divorced,507 Pecan St,Providence,RI,54310
Summer,Kaiser,Male,robin43@example.com,2018-10-21,11193,TRUE,74,Married,395 Fir St,Providence,RI,28170
Kristen,Long,Female,znorman@example.com,1984-08-11,3296,TRUE,33,Divorced,979 Birch St,Lincoln,NE,30063
James,Mora,Male,sharonarias@example.net,1984-08-17,10760,TRUE,163,Divorced,172 Ash St,Santa Fe,NM,81011
Carrie,Weeks,Female,chad99@example.com,2021-07-22,8955,FALSE,69,Single,291 Viburnum St,Bismarck,ND,78902
Kylie,Bruce,Female,cordovamartha@example.com,1996-09-13,13002,TRUE,196,Divorced,940 Umbrella St,Madison,WI,84903
Joanne,Mccann,Female,alexander82@example.com,1995-04-10,7242,FALSE,54,Married,932 Chestnut St,Indianapolis,IN,59011
Mike,Pennington,Female,carneystephanie@example.org,2017-02-17,3840,TRUE,100,Divorced,279 Yew St,Denver,CO,62147
Hannah,Joseph,Female,rhondawilkerson@example.com,2022-03-11,5177,FALSE,118,Divorced,319 Dogwood St,Honolulu,HI,65630
Ethan,Stanton,Female,seancarpenter@example.net,2013-04-12,6894,FALSE,76,Divorced,555 Plum St,Little Rock,AR,77221
Daisy,Harvey,Female,bkline@example.org,1995-05-30,10359,TRUE,138,Divorced,790 Oak St,Honolulu,HI,71152
Riley,Delacruz,Male,frankpatrick@example.net,2021-05-28,10245,FALSE,51,Single,210 Umbrella St,Lincoln,NE,39545
Gerald,Young,Female,fuentescurtis@example.org,1998-01-05,1856,TRUE,52,Married,720 Hemlock St,Richmond,VA,45654
Natalie,Richard,Female,jacqueline10@example.org,2004-06-12,7785,TRUE,165,Married,519 Mahogany St,Jackson,MS,77256
Dave,Escobar,Male,aburch@example.com,1987-08-13,13509,TRUE,196,Married,963 Rosewood St,Bismarck,ND,72629
Emily,Pineda,Female,michaelblake@example.org,2017-09-02,9185,TRUE,101,Married,330 Magnolia St,Nashville,TN,40524
Lindsey,Hayes,Female,ramirezerin@example.org,1985-11-22,13583,TRUE,184,Divorced,106 Holly St,Carson City,NV,35021
Geoffrey,Stewart,Male,hfernandez@example.org,2012-11-01,10344,TRUE,169,Single,831 Pecan St,Baton Rouge,LA,83764
Katherine,Evans,Female,kentdodson@example.org,2019-03-11,11633,FALSE,181,Divorced,401 Larch St,Springfield,IL,85559
Connie,Mccarthy,Male,soliscristina@example.com,2004-03-18,10884,TRUE,145,Single,813 Poplar St,Cheyenne,WY,93737
Mark,Mullins,Male,tamaravargas@example.org,1993-03-14,8872,FALSE,117,Single,339 Oak St,Little Rock,AR,53866
Maria,Oliver,Male,glengarrison@example.net,1984-01-02,4906,FALSE,80,Divorced,204 Spruce St,Atlanta,GA,32147
Sheri,Baxter,Male,rjuarez@example.net,1991-08-28,10771,TRUE,86,Divorced,892 Teak St,Carson City,NV,78201
Alexander,Wilkerson,Female,wilsonclarence@example.net,2008-10-05,11533,FALSE,168,Divorced,987 Willow St,Santa Fe,NM,15841
Kristie,Hatfield,Female,kellyklein@example.com,1983-06-05,11065,TRUE,125,Married,693 Willow St,Richmond,VA,85527
Kim,Blackwell,Female,zoe77@example.org,2008-12-05,6400,TRUE,57,Single,101 Olive St,Montpelier,VT,98734
Nancy,Tyler,Male,bwyatt@example.com,2023-03-31,3158,TRUE,152,Married,360 Willow St,Salem,OR,12668
Jimmy,Garrison,Male,wattsmichele@example.com,2013-03-13,2311,FALSE,68,Married,399 Chestnut St,Augusta,ME,17076
Kimberly,Molina,Female,edwin49@example.com,2007-02-20,6878,FALSE,195,Single,102 Rosewood St,Lincoln,NE,56453
Eddie,Vang,Female,gregory22@example.org,1998-12-29,13219,FALSE,180,Divorced,335 Sycamore St,Annapolis,MD,92468
Mark,Hale,Female,uatkinson@example.org,1996-05-11,12634,TRUE,101,Married,977 Oak St,Baton Rouge,LA,91105
Melody,Vance,Female,bethany61@example.org,2001-02-12,5774,TRUE,192,Single,601 Ash St,Jefferson City,MO,95309
Guy,Riley,Female,friedmandevin@example.net,1996-01-24,9697,TRUE,124,Married,136 Cedar St,Tallahassee,FL,44337
Bernard,Monroe,Female,zmaynard@example.net,2019-06-18,1360,TRUE,69,Divorced,666 Hemlock St,Columbus,OH,31442
Gabrielle,Barajas,Female,kerrihess@example.net,2017-11-26,12644,FALSE,114,Divorced,678 Bamboo St,Salem,OR,32281
Crystal,Valencia,Female,danny12@example.org,2006-03-17,12028,TRUE,45,Married,792 Sumac St,Juneau,AK,54472
Brandon,Brewer,Male,morrissteve@example.com,1990-08-05,2914,FALSE,186,Single,931 Walnut St,Atlanta,GA,38586
Carla,Sosa,Female,bmiddleton@example.com,2021-12-22,3260,TRUE,91,Single,186 Teak St,Springfield,IL,78255
Cheyenne,Farley,Male,vbautista@example.net,2003-08-30,9498,FALSE,144,Single,315 Pecan St,Indianapolis,IN,18351
Jerry,Leon,Male,ericstanton@example.net,1998-08-17,3223,FALSE,110,Married,417 Birch St,Bismarck,ND,82716
Samantha,Miller,Female,lawrence68@example.net,2021-02-26,8947,TRUE,119,Married,431 Rosewood St,Bismarck,ND,28807
Robyn,Ho,Male,lbrewer@example.org,1989-05-01,9086,FALSE,43,Divorced,671 Katsura St,Tallahassee,FL,81193
Heather,Morse,Female,jeremiah13@example.com,2013-05-22,12127,TRUE,126,Divorced,616 Holly St,Austin,TX,17999
Kara,Vance,Female,mary93@example.org,1983-11-23,3246,FALSE,130,Single,335 Redwood St,Providence,RI,92758
Edward,Cummings,Male,mcculloughtracey@example.org,1997-10-10,5978,FALSE,47,Married,442 Yew St,Olympia,WA,11743
Alec,Moore,Female,rpage@example.net,2000-02-25,2302,TRUE,100,Married,633 Palm St,Santa Fe,NM,87288
Krystal,Bautista,Male,carrshawna@example.com,2009-10-21,13357,TRUE,64,Single,131 Walnut St,St. Paul,MN,40757
Casey,Norton,Male,oneillparker@example.com,1990-11-21,12236,TRUE,160,Single,964 Redwood St,Austin,TX,85241
Diane,Marshall,Female,monica42@example.org,2006-07-27,12454,FALSE,64,Single,253 Olive St,Springfield,IL,92088
Kayla,Rollins,Female,ocowan@example.net,2011-07-01,11517,FALSE,97,Divorced,299 Elm St,Helena,MT,65471
Helen,Thomas,Female,singhautumn@example.com,2018-05-30,11871,TRUE,152,Married,364 Linden St,Juneau,AK,49329
Lindsey,Casey,Female,hmason@example.net,1980-01-06,2062,FALSE,127,Married,134 Birch St,Sacramento,CA,45154
Xavier,Houston,Female,kimberlybarron@example.com,1987-05-20,12836,FALSE,46,Single,269 Linden St,Indianapolis,IN,93979
Helen,Huff,Male,sdelgado@example.com,1984-10-22,8091,TRUE,50,Married,647 Cypress St,Madison,WI,11673
Kylie,Weeks,Female,ohall@example.com,1983-11-14,6911,TRUE,89,Divorced,410 Beech St,Raleigh,NC,97032
Jason,Good,Female,alvaradoterrance@example.org,2011-01-09,7034,TRUE,114,Divorced,445 Pecan St,Honolulu,HI,38384
Duane,Berg,Female,dana61@example.org,1987-04-10,2899,TRUE,179,Married,700 Wisteria St,Harrisburg,PA,95678
Philip,Pope,Female,dukephillip@example.net,1985-03-12,2799,TRUE,34,Divorced,657 Tamarack St,Columbia,SC,90200
Garrett,Orozco,Male,jerry00@example.net,2009-04-09,3861,FALSE,146,Divorced,874 Cypress St,Pierre,SD,65237
Norma,Stewart,Male,osweeney@example.net,2016-05-10,11020,FALSE,181,Married,452 Fir St,Nashville,TN,57152
Joan,Moreno,Female,joe52@example.com,2012-06-19,6299,FALSE,167,Divorced,504 Juniper St,Annapolis,MD,52419
Dillon,Zuniga,Male,dominique20@example.com,1996-05-10,1681,FALSE,107,Married,327 Linden St,Atlanta,GA,83596
Cody,Casey,Male,teresa00@example.net,2012-01-30,13703,TRUE,53,Married,894 Spruce St,Juneau,AK,88498
Sonia,Hutchinson,Male,isaac21@example.net,2004-06-10,13768,TRUE,45,Divorced,918 Wisteria St,Columbus,OH,44921
Ariel,Richards,Female,carmenpratt@example.com,2017-06-03,11320,TRUE,189,Single,842 Larch St,Nashville,TN,55354
Stuart,James,Female,howardsonya@example.net,2014-02-12,6623,FALSE,106,Married,149 Cedar St,Boston,MA,27019
Tanner,Shaw,Female,qnoble@example.org,2014-07-07,7315,FALSE,144,Married,234 Yew St,Salt Lake City,UT,31266
Shelia,Stevens,Female,pennysteele@example.com,1980-02-19,6197,FALSE,184,Single,180 Cypress St,Sacramento,CA,51466
Janice,West,Male,kcarroll@example.com,1999-02-04,9078,FALSE,194,Married,661 Juniper St,Jackson,MS,13948
Debbie,Aguirre,Female,sroberson@example.org,2002-05-11,4170,FALSE,162,Married,172 Holly St,Sacramento,CA,57647
Devin,Ford,Female,wellsmarcus@example.net,2004-04-07,12311,FALSE,166,Single,296 Banyan St,Little Rock,AR,21599
Shannon,Frank,Male,vjacobson@example.com,1996-07-25,5812,FALSE,70,Divorced,304 Magnolia St,Harrisburg,PA,70991
Marcus,Singh,Male,igillespie@example.org,1998-05-04,6461,TRUE,86,Married,911 Pecan St,Salem,OR,95594
Abigail,Roach,Male,larastacy@example.com,2021-10-23,13616,FALSE,76,Single,258 Pine St,Charleston,WV,85622
Lori,Sloan,Female,frostjamie@example.org,2001-09-21,3370,FALSE,169,Single,916 Beech St,Albany,NY,55961
Franklin,Baker,Female,mikayla96@example.com,2004-01-27,8130,FALSE,34,Divorced,185 Hickory St,Helena,MT,25726
Glenn,Lester,Male,fernando09@example.com,1991-09-21,10066,TRUE,134,Divorced,747 Tamarack St,Jackson,MS,55288
Isaiah,Page,Male,munozanne@example.net,1984-05-12,9441,FALSE,87,Single,578 Elder St,Raleigh,NC,52833
Oscar,Hoffman,Female,hebertchristie@example.org,2005-05-14,7794,FALSE,76,Single,541 Hemlock St,Columbia,SC,50744
Cassandra,Howe,Female,beverly89@example.org,1984-11-29,11833,FALSE,98,Divorced,479 Sycamore St,Tallahassee,FL,18995
Jay,Meyer,Male,mikeellison@example.net,1983-03-08,7918,TRUE,46,Divorced,941 Bamboo St,Indianapolis,IN,28008
Edwin,Mcgee,Male,egreen@example.com,2010-01-17,8787,TRUE,160,Married,484 Alder St,Indianapolis,IN,82735
Dalton,Harrell,Male,georgemccormick@example.com,2017-09-19,6592,TRUE,154,Married,564 Cedar St,Helena,MT,42895
Andrew,Carroll,Female,knoxmegan@example.com,1995-05-26,2820,TRUE,54,Divorced,329 Willow St,St. Paul,MN,74690
Sabrina,Doyle,Female,hcook@example.org,2019-03-01,5984,TRUE,141,Single,659 Hickory St,Topeka,KS,87739
Ernest,Hill,Female,ywatts@example.org,1986-08-01,7096,TRUE,163,Married,987 Juniper St,Phoenix,AZ,88981
Paul,Drake,Female,karl28@example.org,1991-03-24,10936,FALSE,150,Single,333 Mimosa St,Lincoln,NE,39247
Franklin,Howe,Male,baxteralec@example.org,1999-06-23,5078,TRUE,82,Married,614 Wisteria St,Columbia,SC,38633
Judith,Carr,Male,valeriemarsh@example.org,2015-01-18,12051,FALSE,175,Married,302 Holly St,Jackson,MS,50947
Casey,Gallegos,Male,obuchanan@example.com,2002-12-05,5117,FALSE,85,Single,570 Sycamore St,Dover,DE,16113
Brendan,Madden,Male,marksvernon@example.org,2022-01-11,7182,TRUE,193,Divorced,339 Tupelo St,Tallahassee,FL,73565
Connie,Beasley,Male,eyoung@example.org,1984-02-19,7738,TRUE,60,Married,163 Hickory St,Montpelier,VT,61882
Nathan,Torres,Male,pamelahorton@example.com,2000-08-19,2164,FALSE,80,Divorced,439 Palm St,Hartford,CT,86611
Chelsey,Dougherty,Female,sarah81@example.com,1996-09-18,7863,TRUE,138,Divorced,115 Umbrella St,Little Rock,AR,85622
Marcus,Marks,Female,gallagherdustin@example.org,2008-01-03,8130,FALSE,189,Divorced,970 Cherry St,Richmond,VA,28189
Barbara,David,Male,bonnie46@example.net,1999-04-24,7644,FALSE,104,Divorced,940 Sequoia St,Oklahoma City,OK,25566
Wyatt,Collins,Male,arthur95@example.com,2020-08-02,12124,FALSE,77,Single,354 Pine St,Nashville,TN,35143
Bernard,Zamora,Male,cmays@example.com,1990-02-18,2600,TRUE,199,Married,142 Cedar St,Harrisburg,PA,73851
Terry,Williamson,Male,lhaas@example.net,1989-10-09,4900,TRUE,117,Divorced,998 Oak St,Atlanta,GA,98896
Ross,Paul,Female,mcguiresharon@example.org,1988-04-27,11973,TRUE,127,Single,294 Cypress St,Annapolis,MD,78982
Sergio,Lane,Female,rickey15@example.org,2020-02-28,9527,TRUE,130,Married,392 Pecan St,Nashville,TN,52866
Valerie,Hooper,Male,cindy30@example.org,1993-12-28,3492,TRUE,170,Divorced,291 Quince St,Denver,CO,16156
